question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,r1,r2,s,ground_truth
c2aa793e-d7c9-440d-924e-e7a95fbead50,0.4334743,0.25637096,0.05130957,0.25637096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45375034,0.2928407,0.06959843,0.2928407,0.0,0.0,0.0,0.0,0.75,4,0.18232155679395462,0.8872247,0
c2aa793e-d7c9-440d-924e-e7a95fbead50,0.4334743,0.25637096,0.05130957,0.25637096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42007348,0.24793819,0.047147185,0.24793819,0.0,0.0,0.0,0.0,0.75,5,0.1541506798272583,0.8535478,0
c2aa793e-d7c9-440d-924e-e7a95fbead50,0.3782074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018707175,0.0,0.0,0.0,0.2841924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,6,0.13353139262452263,0.7038345,0
c2aa793e-d7c9-440d-924e-e7a95fbead50,0.3782074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018707175,0.0,0.0,0.0,0.2841924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,7,0.11778303565638346,0.7038345,0
c2aa793e-d7c9-440d-924e-e7a95fbead50,0.2593658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020264875,0.0,0.0,0.0,0.2841924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,8,0.1053605156578263,0.5638231,0
c2aa793e-d7c9-440d-924e-e7a95fbead50,0.18271315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1867248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,9,0.09531017980432487,0.36943793,0
b60fabe4-d314-42bf-a450-a2e71711fa05,0.45355737,0.0017022972,0.0,0.055973865,0.0,0.0,0.0,0.0,0.012487383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036599923,0.0017185012,0.0,0.0017185012,0.38357365,0.0,0.0,0.029319527,0.0,0.0,0.0,0.0,1.0,0,0.6931471805599453,0.8862183,0
b60fabe4-d314-42bf-a450-a2e71711fa05,0.36876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012487383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016335048,0.0,0.0,0.0,0.37956974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0.4054651081081644,0.7771522,4
b60fabe4-d314-42bf-a450-a2e71711fa05,0.3782074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018707175,0.0,0.0,0.0,0.2841924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,0.2876820724517809,0.7038345,0
b60fabe4-d314-42bf-a450-a2e71711fa05,0.3782074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018707175,0.0,0.0,0.0,0.2841924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3,0.22314355131420976,0.7038345,0
b60fabe4-d314-42bf-a450-a2e71711fa05,0.3782074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02116981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018707175,0.0,0.0,0.0,0.2841924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,0.18232155679395462,0.70227677,0
b60fabe4-d314-42bf-a450-a2e71711fa05,0.27331242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012487383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016335048,0.0,0.0,0.0,0.24430333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5,0.1541506798272583,0.54643816,0
b60fabe4-d314-42bf-a450-a2e71711fa05,0.21212721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012487383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016335048,0.0,0.0,0.0,0.17117973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6,0.13353139262452263,0.41212937,0
b60fabe4-d314-42bf-a450-a2e71711fa05,0.20541719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014045082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01727546,0.0,0.0,0.0,0.10553228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7,0.11778303565638346,0.34227002,0
b60fabe4-d314-42bf-a450-a2e71711fa05,0.049524363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09938124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8,0.1053605156578263,0.1489056,0
b60fabe4-d314-42bf-a450-a2e71711fa05,0.049524363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08815562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9,0.09531017980432487,0.13767998,0
8aaff5da-5e02-42bf-9a2a-e3b952e4d73b,0.5930837,0.09641571,0.0,0.16248271,0.0,0.0,0.0,0.0,0.032402884,0.003084983,0.0,0.003084983,0.0,0.0,0.0,0.0,0.030668035,0.0,0.0,0.0,0.46476617,0.0,0.0,0.029319527,0.0,0.0,0.0,0.0,1.0,0,0.6931471805599453,1.1209208,0
8aaff5da-5e02-42bf-9a2a-e3b952e4d73b,0.41422233,0.052352093,0.0,0.052352093,0.0,0.0,0.0,0.0,0.032402884,0.003084983,0.0,0.003084983,0.0,0.0,0.0,0.0,0.018707175,0.0,0.0,0.0,0.2841924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.4054651081081644,0.74952483,0
8aaff5da-5e02-42bf-9a2a-e3b952e4d73b,0.3782074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02116981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018707175,0.0,0.0,0.0,0.2841924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,0.2876820724517809,0.70227677,0
8aaff5da-5e02-42bf-9a2a-e3b952e4d73b,0.2792566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009675376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014458973,0.0,0.0,0.0,0.27380216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3,0.22314355131420976,0.57719314,0
8aaff5da-5e02-42bf-9a2a-e3b952e4d73b,0.2593658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020264875,0.0,0.0,0.0,0.2841924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,0.18232155679395462,0.5638231,0
8aaff5da-5e02-42bf-9a2a-e3b952e4d73b,0.2585836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010615788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014458973,0.0,0.0,0.0,0.2564255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5,0.1541506798272583,0.5400839,0
8aaff5da-5e02-42bf-9a2a-e3b952e4d73b,0.22079241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010615788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015069836,0.0,0.0,0.0,0.20918691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6,0.13353139262452263,0.45566496,0
8aaff5da-5e02-42bf-9a2a-e3b952e4d73b,0.21487631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010615788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01351856,0.0,0.0,0.0,0.18057376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7,0.11778303565638346,0.41958442,0
8aaff5da-5e02-42bf-9a2a-e3b952e4d73b,0.15873681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009675376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01351856,0.0,0.0,0.0,0.085184276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8,0.1053605156578263,0.26711503,4
8aaff5da-5e02-42bf-9a2a-e3b952e4d73b,0.036014948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07395865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9,0.09531017980432487,0.109973595,0
7630711e-e8e5-4225-9dd3-904863e5b599,0.4698138,0.09496447,0.040461395,0.16182873,0.0,0.0,0.0,0.0,0.0068378854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4917193,0.1346132,0.026720064,0.1346132,5.245863E-4,0.0,0.0,0.0,0.8333334,0,0.6931471805599453,0.96889555,0
7630711e-e8e5-4225-9dd3-904863e5b599,0.44551444,0.0,0.0,0.0022857746,0.0,0.0,0.0,0.0,0.0062270225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003010319,0.0,0.0,0.0,0.47028083,0.0,0.0,0.0,5.245863E-4,0.0,0.0,0.0,0.8333334,1,0.4054651081081644,0.9255572,3
7630711e-e8e5-4225-9dd3-904863e5b599,0.48700464,0.0,0.026194427,0.0,0.0,0.0,0.0,0.0,0.00528661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021723919,0.0,0.0,0.0,0.37477776,0.0,0.0,0.0,5.245863E-4,0.0,0.0,0.0,0.5,2,0.2876820724517809,0.8893175,0
7630711e-e8e5-4225-9dd3-904863e5b599,0.4337223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062270225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002399456,0.0,0.0,0.0,0.4024772,0.0,0.0,0.0,5.245863E-4,0.0,0.0,0.0,0.6666667,3,0.22314355131420976,0.84535056,3
7630711e-e8e5-4225-9dd3-904863e5b599,0.21141395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2660337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,0.18232155679395462,0.47744766,0
7630711e-e8e5-4225-9dd3-904863e5b599,0.24449565,0.075950794,0.02438902,0.10620916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035831656,0.0,0.0,0.0,0.19216034,0.057462867,0.01667794,0.08433664,0.0,0.0,0.0,0.0,0.5,5,0.1541506798272583,0.47248763,0
7630711e-e8e5-4225-9dd3-904863e5b599,0.20632003,0.055908307,0.02438902,0.08190572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035831656,0.0,0.0,0.0,0.18657093,0.058641702,0.026125334,0.08172942,0.0,0.0,0.0,0.0,0.5,6,0.13353139262452263,0.42872262,0
7630711e-e8e5-4225-9dd3-904863e5b599,0.12361171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26404393,0.059538096,0.0,0.087831974,5.245863E-4,0.0,0.0,0.0,0.6666667,7,0.11778303565638346,0.38818023,3
7630711e-e8e5-4225-9dd3-904863e5b599,0.18745217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18129721,0.0,0.0,0.0,5.245863E-4,0.0,0.0,0.0,0.33333334,8,0.1053605156578263,0.36927396,0
7630711e-e8e5-4225-9dd3-904863e5b599,0.14882195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014590436,0.0,0.0,0.0,0.21428245,0.0,0.0,0.01139104,5.245863E-4,0.0,0.0,0.0,0.5,9,0.09531017980432487,0.36508805,0
e59b256d-de45-4f6f-8233-a24f7e5c7e84,0.7166506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6476996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.6931471805599453,1.3643502,0
e59b256d-de45-4f6f-8233-a24f7e5c7e84,0.36876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012487383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016335048,0.0,0.0,0.0,0.37956974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0.4054651081081644,0.7771522,3
